Date,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule,
17/01/2002,B,REPAIR LEAK ON BLEED SCREW L/H TRACK TEN,PM01,430.04,196,NA,Track,Minor Maint_Repair,1,Leak,Left,NA,Track Adjust Cylinder Left,0,Rule_1_3_289_328_357_425_500,
14/02/2002,B,Replace broken track pads,PM01,20404.68,28,NA,Track,Replace,2V,Structural Integrity,NA,NA,Track Assemblies,0,Rule_1_3_289_383_384_460,
10/07/2002,B,Replace RH front carrier roller,PM02,6995.58,146,NA,Track,Replace,2V,NA,Front_Right,NA,Carrier Roller - Front Right,1,Rule_1_4_292_383_384_496_509,
21/07/2002,B,replace l/h track adjuster,PM01,21004.29,11,NA,Track,Minor Maint_Replace,2V,NA,Left,NA,Track Adjust Cylinder Left,0,Rule_1_3_289_331_383_384_500,
22/07/2002,B,GREASED LOAD ROLLER,PM01,0,1,NA,Track,NA,NA,NA,NA,NA,Track Roller - Lh No3,0,Rule_1_3_292_297,
20/12/2002,B,Overhaul left engine idler pulley,PM01,450.55,151,Engine,Idler,Replace,3,NA,Left,NA,Left Engine,0,Rule_1_3_25_296_385_501,
17/03/2003,B,Replace LH front and rear carry rollers,PM01,15388.73,87,NA,Track,Replace,2V,NA,Front_Left_Rear,NA,Carrier Roller - Front Left,0,Rule_1_3_292_383_384_496_499_507,
10/09/2003,B,L.H. TRACK APPEARS LOOSE,PM01,0,177,NA,Track,NA,NA,Missing / Loose,NA,NA,Track Chain - Left,0,Rule_1_3_289_430,
15/09/2003,B,l/h track appears tight and noisy,PM01,0,5,NA,Track,NA,NA,NA,Left,NA,Track Frame - Left Hand,0,Rule_1_3_289_500,
05/11/2003,B,Replace LH front idler,PM01,4705.96,51,NA,Idler,Replace,2V,NA,Front_Left,NA,Idler - Lh Front,0,Rule_1_3_296_383_384_496_499,
05/11/2003,B,Replace RH track rollers x 5,PM02,59284.55,0,NA,Track,Replace,2V,NA,Right,NA,Track Rollers,1,Rule_1_4_289_292_383_384_509,
28/11/2003,B,replace rhs track idler,PM01,22172.75,23,NA,Track_Idler,Replace,2V,NA,Right,NA,Idler - Front Right,0,Rule_1_3_289_296_383_384_509,
14/05/2004,C,CAPITAL - UNDERCARRIAGE ROLLER CHOCKS,PM04,4720,NA,Superstructure,Track,NA,NA,NA,NA,Positional Term,MAIN FRAME,NA,Rule_1_70_273_491,
27/05/2004,C,CHANGEOUT RH  NO1  TRACK ROLLER - CW,PM01,400.51,13,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No1,0,Rule_1_3_270_273_356_487,
28/05/2004,C,CAPITAL - TRACK ROLLER INSTALATION FRAME,PM04,1171,1,NA,Track,NA,NA,NA,NA,NA,MAIN FRAME,NA,Rule_1_270_273,
22/01/2005,C,CHANGEOUT RH  NO1  TRACK ROLLER - CW,PM01,7317.14,239,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No1,0,Rule_1_3_270_273_356_487,
02/03/2005,C,R/H TRACK COME OFF.,PM06,2891.91,39,NA,Track,NA,NA,NA,Right,NA,TRACK FRAME - RIGHT HAND,NA,Rule_1_270_488,
10/04/2005,C,CHANGEOUT LH NO 1 TRACK ROLLER - CW,PM01,18500.9,39,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No1,0,Rule_1_3_270_273_356_477,
04/05/2005,C,REPAIR TRACK SHIELDS,PM01,369,24,NA,Track,Repair,1,NA,NA,NA,TRACK ASSEMBLIES,0,Rule_1_3_270_335,
24/06/2005,C,CHANGEOUT RH  NO1  TRACK ROLLER - CW,PM01,3411.08,51,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No1,0,Rule_1_3_270_273_356_487,
28/06/2005,C,CHANGEOUT RH NO 7 TRACK ROLLER - CW,PM01,0,4,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No7,0,Rule_1_3_270_273_356_487,
28/06/2005,C,CHANGEOUT LH NO 7  TRACK ROLLER - CW,PM01,17527.58,0,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No7,0,Rule_1_3_270_273_356_477,
11/08/2005,C,CHANGEOUT RH  NO2 TRACK ROLLER - CW,PM01,1154.86,44,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No2,0,Rule_1_3_270_273_356_487,
11/10/2005,C,C/OUT RH NO'1 LOAD ROLLER (WARRANTY),PM01,481.68,61,NA,Track,Replace,1V,NA,Right,Warranty Item,TRACK ROLLER - R/H No1,0,Rule_1_3_273_359_487_497,
16/12/2005,C,C/OUT LH NO-3 TRACK ROLLER- WARANTY.,PM01,433.18,66,NA,Track,Replace,1V,NA,Left,NA,TRACK ROLLER - LH No3,0,Rule_1_3_270_273_359_477,
16/12/2005,C,C/OUT LH NO-1 TRACK ROLLER- WARRANTY,PM01,902.47,0,NA,Track,Replace,1V,NA,Left,Warranty Item,TRACK ROLLER - LH No1,0,Rule_1_3_270_273_359_477_497,
06/02/2006,C,C/OUT LH NO-5 TRACK ROLLER,PM01,18648.69,52,NA,Track,Replace,1V,NA,Left,NA,TRACK ROLLER - LH No5,0,Rule_1_3_270_273_359_477,
14/03/2006,C,REMOVE DUST COVERS FROM TRACK FRAMES,PM01,0,36,NA,Track,Replace,Install,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_93_270_355,
10/04/2006,C,FIT TRACK GUIDE PLATES,PM01,136.09,27,NA,Wear Items_Track,Replace,Install,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_214_270_354,
02/05/2006,C,C/OUT RH NO-2 TRACK ROLLER-WARRANTY,PM01,1053.34,22,NA,Track,Replace,1V,NA,Right,Warranty Item,TRACK ROLLER - R/H No2,0,Rule_1_3_270_273_359_487_497,
06/06/2006,C,C/OUT RH NO-1 TRACK ROLLER-WARRANTY,PM01,749.18,35,NA,Track,Replace,1V,NA,Right,Warranty Item,TRACK ROLLER - R/H No1,0,Rule_1_3_270_273_359_487_497,
16/06/2006,C,C/OUT RH NO-3 TRACK ROLLER-FAILED,PM01,17719.07,10,NA,Track,Replace,1V,Unspecified,Right,NA,TRACK ROLLER - R/H No3,0,Rule_1_3_270_273_359_441_487,
19/06/2006,C,TRACK ROLLER ADRIFT,PM01,0,3,NA,Track,NA,NA,Structural Integrity,NA,NA,UNDERCARRIAGE,0,Rule_1_3_270_273_435,
20/06/2006,C,C/OUT RH NO-4 TRACK ROLLER-FAILED,PM01,6392.11,1,NA,Track,Replace,1V,Unspecified,Right,NA,TRACK ROLLER - R/H No4,0,Rule_1_3_270_273_359_441_487,
27/06/2006,C,C/OUT LH NO-2 TRACK ROLLER -FAILED,PM01,6358.12,7,NA,Track,Replace,1V,Unspecified,Left,NA,TRACK ROLLER - LH No2,0,Rule_1_3_270_273_359_441_477,
30/06/2006,C,REPLACE MISSING RETAINERS IN TRACK ASSY,PM01,369.6,3,NA,Cover_Track,Replace,2V,Missing / Loose,NA,NA,TRACK ASSEMBLIES,0,Rule_1_3_92_270_361_362_409,
18/07/2006,C,R/H NO 7 TRACK ROLLER BROKEN,PM01,18982.46,18,NA,Track,NA,NA,Structural Integrity,Right,NA,TRACK ROLLER - R/H No7,0,Rule_1_3_270_273_438_488,
31/07/2006,C,C/OUT RH NO-6 TRACK ROLLER- BROKEN,PM01,21619.62,13,NA,Track,Replace,1V,Structural Integrity,Right,NA,TRACK ROLLER - R/H No6,0,Rule_1_3_270_273_359_438_487,
16/10/2006,C,C/OUT LH NO-2 TRACK ROLLER-WARRANTY,PM01,1252.24,77,NA,Track,Replace,1V,NA,Left,Warranty Item,TRACK ROLLER - LH No2,0,Rule_1_3_270_273_359_477_497,
22/10/2006,C,REPLACE MISSING CIRCLIP ON TRACK CHAIN,PM01,207.03,6,NA,Track,Replace,2V,Missing / Loose,NA,NA,UNDERCARRIAGE,0,Rule_1_3_270_361_362_409,
12/12/2006,C,CHANGEOUT LH NO-6 TRACK ROLLER-WORN,PM01,15216.27,51,NA,Track,Replace,1,Structural Integrity,Left,NA,TRACK ROLLER - LH No6,0,Rule_1_3_270_273_356_434_477,
15/01/2007,C,ROLLER NO2 RH U.S REMOVED,PM01,237.1,34,NA,Track,Replace,Install,NA,Right,NA,TRACK ROLLER - R/H No2,0,Rule_1_3_273_355_487,
16/01/2007,C,CHANGEOUT RH NO-2 TRACK ROLLER - CW,PM01,839.26,1,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No2,0,Rule_1_3_270_273_356_487,
18/02/2007,C,CHANGEOUT LH NO-7 TRACK ROLLER,PM01,15405.17,33,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLERS,1,Rule_1_3_270_273_356_477,
05/04/2007,C,CHANGEOUT LH NO-3 TRACK ROLLER-FAILED,PM01,1019.2,46,NA,Track,Replace,1,Unspecified,Left,NA,TRACK ROLLER - R/H No6,0,Rule_1_3_270_273_356_441_477,
10/05/2007,C,repair r/h track circlip.b/m required,PM01,330.62,35,NA,Track,Repair,1,NA,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_270_335_488,
28/09/2007,C,CHANGEOUT RH NO-7 TRACK ROLLER-BROKEN,PM01,17739.46,141,NA,Track,Replace,1,Structural Integrity,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_270_273_356_438_487,
26/11/2007,C,CHANGEOUT RH NO-5 TRACK ROLLER,PM01,17194.88,59,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No5,1,Rule_1_3_270_273_356_487,
17/01/2008,C,CHANGE OUT L/H # 4 TRACK ROLLER,PM01,17926.49,52,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No4,1,Rule_1_3_270_273_356_478,
18/01/2008,C,CHANGEOUT LH NO5 TRACK ROLLER,PM01,18370.86,1,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No5,1,Rule_1_3_270_273_356_477,
04/02/2008,C,CHANGEOUT LH NO1 TRACK ROLLER,PM01,17091.08,17,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No1,1,Rule_1_3_270_273_356_477,
04/02/2008,C,CHANGEOUT RH NO1 TRACK ROLLER,PM01,17091.19,0,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLER - R/H No1,1,Rule_1_3_270_273_356_487,
04/02/2008,C,CHANGEOUT ~ LEFT HAND TRACK CHAIN,PM02,326173.52,0,NA,Track,Replace,1,NA,Left,NA,TRACK - LEFT,1,Rule_1_4_270_356_479,
04/02/2008,C,CHANGEOUT ~ LEFT CARRIER ROLLERS,PM02,11706.58,0,NA,Track,Replace,1,NA,Left,NA,CARRIER ROLLERS,1,Rule_1_4_273_356_479,
04/02/2008,C,CHANGEOUT ~ LEFT HAND TRACK ADJUSTER,PM02,12972.93,0,NA,Track,Minor Maint_Replace,1,NA,Left,NA,TRACK ADJUSTER CYLINDER - LEFT,1,Rule_1_4_270_309_356_479,
04/02/2008,C,CHANGEOUT ~ RIGHT HAND TRACK CHAIN,PM02,0,0,NA,Track,Replace,1,NA,Right,NA,TRACK - RIGHT,1,Rule_1_4_270_356_486,
04/02/2008,C,CHANGEOUT ~ RIGHT CARRIER ROLLERS,PM02,14815.2,0,NA,Track,Replace,1,NA,Right,NA,CARRIER ROLLERS,1,Rule_1_4_273_356_486,
04/02/2008,C,CHANGEOUT ~ RIGHT HAND TRACK ADJUSTER,PM02,12972.93,0,NA,Track,Minor Maint_Replace,1,NA,Right,NA,TRACK ADJUSTER CYLINDER - RIGHT,1,Rule_1_4_270_309_356_486,
04/02/2008,C,CHANGEOUT - FRONT IDLER LH,PM02,24746.4,0,NA,Idler,Replace,1,NA,Front_Left,NA,IDLER - LEFT,1,Rule_1_4_277_356_474_477,
04/02/2008,C,CHANGEOUT - FRONT IDLER RH,PM02,24746.4,0,NA,Idler,Replace,1,NA,Front_Right,NA,IDLER - RIGHT,1,Rule_1_4_277_356_474_487,
14/03/2008,C,CHANGE OUT DAMAGED IDLER CARRIERS,PM06,19200,39,NA,Idler,Replace,1,Structural Integrity,NA,NA,UNDERCARRIAGE,0,Rule_1_277_356_433,
16/03/2008,C,LH N.O 1 ROLLER SEALS BURNT OUT,PM01,0,2,NA,Track,NA,NA,Smoke / Burning,Left,NA,TRACK ROLLER - LH No1,0,Rule_1_3_193_273_431_477,
16/03/2008,C,RH N.O 1 ROLLER SEALS BURNT OUT,PM01,0,0,NA,Track,NA,NA,Smoke / Burning,Right,NA,TRACK ROLLER - R/H No1,0,Rule_1_3_193_273_431_487,
17/03/2008,C,TRACK ROLLER-LH NO1 SEALS BURNT OUT,PM06,16714.12,1,NA,Track,NA,NA,Smoke / Burning,Left,NA,TRACK ROLLER - LH No1,0,Rule_1_193_270_273_431_477,
17/03/2008,C,TRACK ROLLER-RH NO1 SEALS BURNT OUT,PM06,16997.99,0,NA,Track,NA,NA,Smoke / Burning,Right,NA,TRACK ROLLER - R/H No1,0,Rule_1_193_270_273_431_487,
13/10/2008,C,CHANGEOUT R5 LOAD ROLLER,PM01,0,210,NA,Track,Replace,1,NA,NA,NA,TRACK ROLLER - R/H No5,0,Rule_1_3_273_356,
05/12/2008,C,LH NO #2 TRACK ROLLER MISSING,PM01,41963.97,53,NA,Track,NA,NA,Missing / Loose,Left,NA,POWER CONSUMPTION - DRIVE,0,Rule_1_3_270_273_409_477,
05/12/2008,C,RH NO #4 TRACK ROLLER BROKEN,PM01,1097.64,0,NA,Track,NA,NA,Structural Integrity,Right,NA,POWER CONSUMPTION - DRIVE,0,Rule_1_3_270_273_438_487,
27/04/2009,C,INVESTIGATE SLOW LH TRACK,PM01,0,143,NA,Track,Repair,12,NA,Left,NA,PEDAL TRAVEL CONTROL - LEFT,0,Rule_1_3_270_348_477,
01/05/2009,C,TRACK ROLLER RH No2 HAS FALLEN OUT,PM01,0,4,NA,Track,NA,NA,NA,Right,NA,TRACK ASSEMBLIES,0,Rule_1_3_270_273_487,
04/05/2009,C,RH NO 2 TRACK ROLLER BROKEN,PM01,20530.34,3,NA,Track,NA,NA,Structural Integrity,Right,NA,MACHINE,0,Rule_1_3_270_273_438_487,
11/03/2010,C,REPLACE REAR TRACK ROLLERS 6&7,PM01,2200.36,311,NA,Track,Replace,2V,NA,Rear,NA,TRACK ROLLERS,0,Rule_1_3_270_273_361_362_485,
29/03/2010,C,REPLACE R/H No 7 REAR TRACK ROLLER,PM01,20209.75,18,NA,Track,Replace,2V,NA,Rear_Right,NA,TRACK ROLLER - LH No7,0,Rule_1_3_270_273_361_362_485_488,
29/03/2010,C,CHANGEOUT - FRONT IDLER RH,PM02,29415.36,0,NA,Idler,Replace,1,NA,Front_Right,NA,IDLER - RIGHT,1,Rule_1_4_277_356_474_487,
03/05/2010,C,CHANGE OUT  TRACK ROLLERS L/H SIDE,PM01,75399.23,35,NA,Track,Replace,1,NA,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_270_273_356_478,
03/05/2010,C,CHANGE OUT  TRACK ROLLERS RIGHT,PM01,53223.82,0,NA,Track,Replace,1,NA,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_270_273_356_486,
25/06/2010,C,REPLACE L.H TRACK IDLER,PM01,1862.75,53,NA,Track_Idler,Replace,2V,NA,NA,NA,IDLER - LEFT,0,Rule_1_3_270_277_361_362,
26/06/2010,C,CHANGEOUT - FRONT IDLER LH,PM02,29857.59,1,NA,Idler,Replace,1,NA,Front_Left,NA,IDLER - LEFT,1,Rule_1_4_277_356_474_477,
28/04/2005,D,flush both idlers &refill with 9002,PM01,767.01,NA,NA,Idler,Minor Maint,13,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_305_349,
25/08/2005,D,l/h idler stop plate missing,PM01,0,119,NA,Wear Items_Idler,NA,NA,Missing / Loose,Left,NA,TRACK - LEFT,0,Rule_1_3_223_305_440_509,
25/08/2005,D,r/h idler riding on idler stop plate,PM01,0,0,NA,Wear Items_Idler,NA,NA,NA,Right,NA,TRACK - RIGHT,0,Rule_1_3_223_305_519,
04/07/2006,D,RH track has come of idler SHD24,PM01,0,313,NA,Track_Idler,NA,NA,NA,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_298_305_518,
21/03/2007,D,Crack on R/H track idler,PM01,327.53,260,NA,Track_Idler,NA,NA,Structural Integrity,Right,NA,IDLER,0,Rule_1_3_298_305_470_519,
06/05/2007,D,RH track off front idler SHD24,PM01,2135.4,46,NA,Track_Idler,NA,NA,NA,Front_Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_298_305_505_518,
14/06/2007,D,Replace R/H Track Idler,PM02,46864.84,39,NA,Track_Idler,Replace,2V,NA,Right,NA,IDLER,1,Rule_1_4_298_305_392_393_519,
02/01/2008,D,rebuild idler ex RH120 lhs,PM01,23201.15,202,NA,Idler,Repair,5,NA,Left_Right,NA,IDLER,0,Rule_1_3_305_371_508_518,
03/01/2008,D,replace lhs track idler,PM01,0,1,NA,Track_Idler,Replace,2V,NA,Left,NA,IDLER,0,Rule_1_3_298_305_392_393_508,
14/02/2008,D,replace rhs track idler,PM01,3568.55,42,NA,Track_Idler,Replace,2V,NA,Right,NA,IDLER,0,Rule_1_3_298_305_392_393_518,
02/10/2008,D,rebuild idler ex RH120 rhs,PM01,34877.25,231,NA,Idler,Repair,5,NA,Right,NA,IDLER,0,Rule_1_3_305_371_518,
09/01/2009,D,L/H track fell off of idler SHD24,PM01,875.96,99,NA,Track_Idler,NA,NA,Missing / Loose,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_298_305_443_509,
10/01/2009,D,ACC l/h track fell off idler SHD24,PM06,1182.51,1,NA,Track_Idler,NA,NA,Missing / Loose,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_298_305_443_509,
31/12/2009,D,rebuild track idler ex shd24,PM01,33035.44,355,NA,Track_Idler,Repair,5,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_298_305_371,
19/01/2010,D,Changeout LH Idler,PM01,0,19,NA,Idler,Replace,1,NA,Left,NA,IDLER,0,Rule_1_3_305_387_508,
13/07/2010,D,Repair spare track idler,PM01,30548,175,NA,Track_Idler,Repair,1,NA,NA,NA,IDLER,0,Rule_1_3_298_305_366,
18/08/2011,D,Changeout LH Track Idler,PM01,31336.08,401,NA,Track_Idler,Replace,1,NA,Left,NA,IDLER,0,Rule_1_3_298_305_387_508,
19/09/2011,D,Changeout  RH Track Idler +CN,PM01,0,32,NA,Track_Idler,Replace,1,NA,Right,NA,IDLER,0,Rule_1_3_298_305_387_518,
24/03/2006,E,REMOVE DUST COVERS FROM TRACK FRAMES,PM01,0,NA,NA,Cover_Track,Replace,Install,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_86_256_339,
28/04/2006,E,MAKE UP WARNING SIGNS /TRACK ADJUSTER,PM01,517.44,35,NA,Track,Minor Maint,7,NA,NA,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_256_293,
21/07/2006,E,L/H TRACK ADRIFT,PM01,1322.43,84,NA,Track,NA,NA,Structural Integrity,Left,NA,TRACK - LEFT,0,Rule_1_3_256_419_462,
03/08/2006,E,LH TRACK RETAINING PIN NOT GENUINE,PM01,267.39,13,NA,Track,NA,NA,NA,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_166_256_461,
25/10/2006,E,ACCIDENT DAMAGE TO TRACK ADJUSTER,PM06,406.65,83,NA,Track,Minor Maint,7,Accidental Damage_Structural Integrity,NA,NA,UNDERCARRIAGE,0,Rule_1_256_293_359_417,
21/04/2007,E,TRACK OFF.,PM01,510.57,178,NA,Track,NA,NA,NA,NA,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_256,
28/07/2007,E,TRACKS LOCKING UP,PM01,174.07,98,NA,Lock_Track,NA,NA,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_149_256_257,
03/09/2007,E,SERVICE LEG ROPE BROKEN - FIT NEW ROPE,PM01,0,37,NA,Track,Minor Maint_Replace,Install,Structural Integrity,NA,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_258_291_338_422,
06/03/2008,E,REPLACE R/H FRONT ROLLER,PM01,0,185,NA,Track,Replace,2V,NA,Front_Right,NA,TRACK ROLLERS,0,Rule_1_3_259_345_346_458_472,
06/03/2008,E,TRACK ROLLER SHAFT BROKEN.OUTER CAP GONE,PM01,21051.25,0,NA,Track,NA,NA,Structural Integrity,NA,NA,TRACK ROLLER - R/H No1,0,Rule_1_3_178_256_259_422,
11/07/2008,E,LH TRACK PIN COMING OUT  @R 10,PM01,1885.96,127,NA,Track,NA,NA,NA,Left,NA,MACHINE,0,Rule_1_3_166_256_461,
12/10/2008,E,RH TRACK IDLER SEIZED.,PM01,28736.18,93,NA,Track_Idler,Replace,N,Seized,Right,NA,IDLER - RIGHT,0,Rule_1_3_256_262_357_408_471,
09/11/2008,E,TRACK PIN COMING OUT - BROKEN BOLT,PM01,347.83,28,NA,Track,NA,NA,Structural Integrity,NA,NA,MACHINE,0,Rule_1_3_163_166_256_422,
19/11/2008,E,3 TRACK PIN RETAINING BOLTS MISSING,PM01,620.3,10,NA,Track,NA,NA,Missing / Loose,NA,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_163_166_256_393,
24/11/2008,E,CHANGEOUT RH TRACK ADJUSTER,PM01,16289.62,5,NA,Track,Minor Maint_Replace,1,NA,Right,NA,TRACK ADJUSTER CYLINDER - RIGHT,0,Rule_1_3_256_293_340_471,
30/11/2008,E,LEFT HAND TRACK HAS CAME OFF.,PM01,2151.36,6,NA,Track,NA,NA,NA,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_256_463,
12/01/2009,E,REPLACE MISSING LH TRACK PIN,PM01,1861.22,43,NA,Track,Replace,2V,Missing / Loose,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_166_256_345_346_393_461,
21/01/2009,E,No 1 POSITION TRACK ROLLER REMOVED LHS,PM01,21462.84,9,NA,Track,Replace,Install,NA,Left,NA,TRACK FRAME - LEFT HAND,0,Rule_1_3_256_259_339_461,
09/02/2009,E,REFIT TRACK PIN,PM01,2285.44,19,NA,Track,Modify_Replace,Install,NA,NA,NA,TRACK ASSEMBLIES,0,Rule_1_3_166_256_318_338,
09/03/2009,E,REFIT RH TRACK PIN,PM01,2085.96,28,NA,Track,Modify_Replace,Install,NA,Right,NA,UNDERCARRIAGE,0,Rule_1_3_166_256_318_338_471,
20/04/2009,E,CHANGEOUT L/H TRACK ADJUSTER,PM01,17660.6,42,NA,Track,Minor Maint_Replace,1,NA,Left,NA,TRACK ADJUSTER CYLINDER - LEFT,0,Rule_1_3_256_293_340_462,
01/05/2009,E,REPLACE ROPE ASS ON ACCESS,PM01,1690.02,11,NA,Track,Replace,2V,NA,NA,NA,MAIN FRAME,0,Rule_1_3_258_345_346,
18/05/2009,E,CHANGEOUT  LH IDLER,PM01,29270.67,17,NA,Idler,Replace,1,NA,Left,NA,IDLER - LEFT,0,Rule_1_3_262_340_461,
01/06/2009,E,CHANGEOUT RH IDLER,PM01,31857.1,14,NA,Idler,Replace,1,NA,Right,NA,IDLER - RIGHT,0,Rule_1_3_262_340_471,
20/07/2009,E,REPLACE R/H REAR TRACK ROLLER,PM01,18851.84,49,NA,Track,Replace,2V,NA,Rear_Right,NA,TRACK ROLLER - R/H No7,0,Rule_1_3_256_259_345_346_469_472,
14/10/2009,E,REPLACE 1& 6 TRACK ROLLERS RHS,PM01,37993.43,86,NA,Track,Replace,2V,NA,Right,NA,TRACK ROLLERS,0,Rule_1_3_256_259_345_346_471,
01/11/2009,E,TRACK PIN COMING OUT,PM01,973.97,18,NA,Track,NA,NA,NA,NA,NA,MACHINE,0,Rule_1_3_166_256,
07/11/2009,E,track pins walking out on both side,PM01,1375.01,6,NA,Track,NA,NA,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_166_256,
19/01/2010,E,REFIT TRACK PIN,PM01,1244.28,73,NA,Track,Modify_Replace,Install,NA,NA,NA,TRACK ASSEMBLIES,0,Rule_1_3_166_256_318_338,
15/02/2010,E,REPLACE R/H TRACK ROLLER POS#3,PM01,17252.97,27,NA,Track,Replace,2V,NA,Right,NA,UNDERCARRIAGE,0,Rule_1_3_256_259_345_346_472,
16/03/2010,E,REPLACE MISSING TRACK PIN RETAINERS,PM01,483.57,29,NA,Track,Replace,2V,Missing / Loose,NA,NA,UNDERCARRIAGE,0,Rule_1_3_85_166_256_345_346_393,
16/04/2010,E,REPLACE TRACK PIN AND BOLT.,PM01,552.25,31,NA,Track,Replace,2V,NA,NA,NA,TRACK ASSEMBLIES,0,Rule_1_3_163_166_256_345_346,
08/05/2010,E,REPLACE TRACK PIN AND RETAINER BOLTS,PM01,2547.19,22,NA,Track,Replace,2V,NA,NA,NA,MACHINE,0,Rule_1_3_85_163_166_256_345_346,
09/05/2010,E,CHANGEOUT LH&RH TRACKS,PM01,413214.78,1,NA,Track,Replace,1,NA,Left_Right,NA,TRACK ASSEMBLIES,0,Rule_1_3_256_257_340_461_471,
11/05/2010,E,CHANGEOUT ~ LEFT REAR PROPEL MOTOR,PM02,15476.97,2,NA,Track,Replace,1,NA,Left_Rear,NA,PROPEL MOTOR - LEFT REAR,1,Rule_1_4_258_340_463_469,
11/05/2010,E,CHANGEOUT ~ RIGHT FRONT PROPEL MOTOR,PM02,54848.83,0,NA,Track,Replace,1,NA,Front_Right,NA,PROPEL MOTOR - RIGHT FRONT,1,Rule_1_4_258_340_458_470,
11/05/2010,E,CHANGEOUT ~ RIGHT REAR PROPEL MOTOR,PM02,452.23,0,NA,Track,Replace,1,NA,Rear_Right,NA,PROPEL MOTOR - RIGHT REAR,1,Rule_1_4_258_340_469_470,
22/05/2010,E,LH TRACK VERY LOOSE,PM01,792.55,11,NA,Track,NA,NA,Missing / Loose,Left,NA,TRACK ADJUSTER CYLINDER - LEFT,0,Rule_1_3_256_392_461,
23/05/2010,E,RH TRACK HAS COME OFF,PM01,77498.42,1,NA,Track,NA,NA,NA,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_256_471,
05/07/2010,E,CHANGE OUT CARRIER ROLLER,PM01,164041.43,43,NA,Track,Replace,1,NA,NA,NA,CARRIER ROLLER - FRONT RIGHT,0,Rule_1_3_259_340,
01/09/2010,E,CHANGE OUT LOAD ROLLERS RHS,PM01,65338.5,58,NA,Track,Replace,1,NA,Right,NA,TRACK ROLLERS,0,Rule_1_3_259_340_471,
09/11/2010,E,CHANGE OUT NO4 TRACK ROLLER L/H,PM01,0,69,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No4,0,Rule_1_3_256_259_340_462,
09/11/2010,E,CHANGE OUT No7 TRACK ROLLER L/H,PM01,97.13,0,NA,Track,Replace,1,NA,Left,NA,TRACK ROLLER - LH No7,0,Rule_1_3_256_259_340_462,
22/01/2011,E,TRACK PIN U.S REPLACE,PM01,2768.43,74,NA,Track,Replace,2V,NA,NA,NA,UNDERCARRIAGE,0,Rule_1_3_166_256_345_346,
31/01/2011,E,RH SIDE TRACK TENSIONER LEAKING.,PM02,0,9,NA,Track,Minor Maint,18,Leak,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_4_256_309_387_471,
14/03/2011,E,RH SIDE TRACK TENSIONER LEAKING.,PM01,12326.53,42,NA,Track,Minor Maint,18,Leak,Right,NA,TRACK FRAME - RIGHT HAND,0,Rule_1_3_256_309_387_471,
06/06/2011,E,SHD0026 - REPLACE  N.O 5 TRACK ROLLER R.,PM01,5831.73,84,NA,Track,Replace,2V,NA,NA,NA,TRACK ROLLER - R/H No5,0,Rule_1_3_256_259_345_346,
