Date,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule,
03/01/2008,D,rebuild old pump ex p4,PM01,0,7,NA,Pump,Repair,5,NA,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_192_371,
03/01/2008,D,replace lhs servo pump,PM01,0,0,NA,Pump,Replace,2V,NA,Left,NA,SERVO PUMP - LEFT,0,Rule_1_3_192_392_393_508,
28/02/2008,D,change out servo pump,PM01,227.04,56,NA,Pump,Replace,1,NA,NA,NA,SERVO PUMP - LEFT,0,Rule_1_3_192_387,
09/03/2008,D,Change coolant fill fittings leaking,PM01,1154.94,10,NA,Engine Pumps,Replace,1,Leak,NA,NA,MACHINE,0,Rule_1_3_251_387_434,
11/03/2008,D,Changeout eng coolant,PM01,4166.83,2,Engine,Engine Pumps,Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_251_387,
12/03/2008,D,Coolant leak on LH engine SHD24,PM01,0,1,Engine,Engine Pumps,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_251_434_508,
12/03/2008,D,Coolant leak,PM01,0,0,NA,Engine Pumps,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_251_434,
13/03/2008,D,Coolant leak,PM01,227.04,1,NA,Engine Pumps,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_251_434,
24/04/2008,D,L/R Engines require fuel priming pumps,PM01,704.96,42,Engine,Pump_Fuel System,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_192_308,
25/06/2008,D,low coolant level alarm,PM01,352.23,62,NA,Engine Pumps,NA,NA,NA,NA,NA,COOLING SYSTEM,0,Rule_1_3_251_285,
17/07/2008,D,fire stop covers to be fitted above pump,PM01,1512.77,22,NA,Pump,Replace,Install,NA,NA,NA,MAIN FRAME,0,Rule_1_3_102_131_192_276_385,
05/09/2008,D,engines cutting out (out of fuel),PM01,33.06,50,Engine,Fuel System,Minor Maint,16,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_308_354,
25/09/2008,D,Bridge out LH fuel sender SHD0024,PM01,782.98,20,NA,Fuel System,NA,NA,NA,Left,NA,FUEL SYSTEMS,0,Rule_1_3_308_508,
08/10/2008,D,Replace Main pump No3,PM01,20379.47,13,NA,Pump,Replace,2V,NA,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No3,0,Rule_1_3_192_392_393,
25/10/2008,D,suction line #3 pump u/s,PM01,1047.73,17,NA,Pump,NA,NA,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_192,
30/10/2008,D,C/O R/H PTO lube pump,PM01,1539.07,5,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1V,NA,Right,NA,PUMPS - GEARCASE LUBE/ 60BAR SERVO -RH,0,Rule_1_3_192_244_260_390_519,
30/10/2008,D,Replace P3 PUMP WARRANTY,PM01,0,0,NA,Pump,Replace,2V,NA,NA,Warranty Item,MAIN HYDRAULIC PUMP - RIGHT No3,0,Rule_1_3_192_392_393_528,
30/10/2008,D,Replace P4 PUMP WARRANTY,PM01,0,0,NA,Pump,Replace,2V,NA,NA,Warranty Item,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_192_392_393_528,
14/11/2008,D,Coolant leak RH engine SHD0024,PM01,0,15,Engine,Engine Pumps,NA,NA,Leak,Right,NA,COOLING SYSTEM,0,Rule_1_3_26_251_434_518,
08/04/2009,D,C/O Main Pump P2,PM01,20794.23,145,NA,Pump,Replace,1V,NA,NA,NA,MAIN HYDRAULIC PUMP - LEFT No2,0,Rule_1_3_192_390,
09/04/2009,D,C/O L/H PTO lube pump,PM01,1547.84,1,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1V,NA,Left,NA,PUMPS - GEARCASE LUBE/ 60BAR SERVO -LEFT,0,Rule_1_3_192_244_260_390_509,
09/04/2009,D,RH High pressure screen leaking,PM01,0,0,NA,Pump,NA,NA,Leak,Right,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_434_518,
10/04/2009,D,no power -- NO FUEL.,PM01,0,1,NA,Fuel System,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_308,
05/05/2009,D,Left fuel tank always reading full,PM01,0,25,NA,Tank_Fuel System,NA,NA,NA,Left,NA,FUEL SYSTEMS,0,Rule_1_3_208_308_510,
05/05/2009,D,RH coolant level warning light coming on,PM01,0,0,NA,Engine Pumps,NA,NA,Warning Light,Right,NA,COOLING SYSTEM,0,Rule_1_3_251_487_518,
10/06/2009,D,Actuator on fuel flap broken SHD24,PM01,533.57,36,NA,Fuel System,NA,NA,Structural Integrity,NA,NA,FUEL SYSTEMS,0,Rule_1_3_308_469,
15/06/2009,D,Contamination servo pilot line,PM01,1200.14,5,NA,Pump,NA,NA,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3,
11/08/2009,D,Both fuel senders leaking,PM01,57.44,57,NA,Fuel System,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_308_434,
22/08/2009,D,Replace coolant fitting on fuel chute,PM01,352.54,11,NA,Engine Pumps_Fuel System,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_251_308_392_393,
25/08/2009,D,Reseal Both fuel senders & fit covers,PM01,57.44,3,NA,Cover_Fuel System,Repair_Replace,Install,Overfuel,NA,NA,MACHINE,0,Rule_1_3_102_308_367_385_451,
07/09/2009,D,Pump contamination light on,PM01,0,13,NA,Pump,NA,NA,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_192,
08/09/2009,D,Fabricate covers for Fuel tank senders,PM01,0,1,NA,Cover_Tank_Fuel System,Replace,Install,Overfuel,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_102_208_308_384_451,
29/09/2009,D,RH Engine fuel pick up loose,PM01,0,21,Engine,Fuel System,NA,NA,Missing / Loose,Right,NA,FUEL SYSTEMS,0,Rule_1_3_26_308_439_518,
09/11/2009,D,replace ros pump rhs,PM01,3123.84,41,NA,Pump,Replace,2V,NA,Right,NA,OTHER COMPONENTS,0,Rule_1_3_192_392_393_518,
10/12/2009,D,RH ROS Pump leaking,PM01,3163.84,31,NA,Pump,NA,NA,Leak,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_192_434_518,
21/12/2009,D,Changeout RH Side ROS Pump,PM01,0,11,NA,Pump,Replace,1,NA,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_192_387_518,
13/01/2010,D,Broken button on refuelling arm SHD24,PM01,461.87,23,NA,Fuel System,NA,NA,Structural Integrity,NA,NA,MAIN FRAME,0,Rule_1_3_308_469,
19/01/2010,D,Changeout RH Servo pump,PM01,2428.63,6,NA,Pump,Replace,1,NA,Right,NA,SERVO PUMP - RIGHT,0,Rule_1_3_192_387_518,
26/01/2010,D,Contamination  pump fault up,PM01,341.8,7,NA,Pump,NA,NA,Unspecified,NA,NA,MAIN HYDRAULIC PUMP - LEFT No1,0,Rule_1_3_192_476,
16/02/2010,D,RH Swing Pump spline cavity leaking,PM01,1167.65,21,NA,Joint_Pump,NA,NA,Leak,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_156_192_434_518,
07/03/2010,D,Pump drive over temp,PM01,0,19,NA,Pump,NA,NA,Over Temp,NA,NA,PUMP DRIVE TRANSMISSION,0,Rule_1_3_192_448_454,
14/04/2010,D,Replace/Reseal RH  Engine ROS Pump,PM01,2951.67,38,Engine,Pump,Repair_Replace,2V,NA,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_192_367_392_393_518,
19/04/2010,D,Coolant leak LH engine,PM01,381.81,5,Engine,Engine Pumps,NA,NA,Leak,Left,NA,COOLING SYSTEM,0,Rule_1_3_26_251_434_508,
07/05/2010,D,Fuel leak on L/H side of left engine,PM01,963.55,18,Engine,Fuel System,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_308_434_509_510,
08/05/2010,D,SHD 24 - Coolant leak L/H engine,PM01,394.29,1,Engine,Engine Pumps,NA,NA,Leak,Left,NA,COOLING SYSTEM,0,Rule_1_3_26_251_434_509,
08/05/2010,D,SHD 24 - Fuel leak      AWMA,PM01,3803.23,0,NA,Fuel System,NA,NA,Leak,NA,NA,MACHINE,0,Rule_1_3_308_434,
14/05/2010,D,SHD 24 - Coolant leak,PM01,230.1,6,NA,Engine Pumps,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_251_434,
20/05/2010,D,ROS pump leaking from barrel,PM01,0,6,NA,Pump,NA,NA,Leak,NA,NA,OIL - ENGINE - LEFT,0,Rule_1_3_192_434,
23/05/2010,D,Leaking coolant,PM01,381.89,3,NA,Engine Pumps,NA,NA,Leak,NA,NA,COOLING SYSTEM,0,Rule_1_3_251_434,
08/06/2010,D,Broken coolant tap,PM01,36.83,16,NA,Engine Pumps,NA,NA,Structural Integrity,NA,NA,COOLING SYSTEM,0,Rule_1_3_251_469,
08/06/2010,D,Replace fuel line to pump,PM01,1153.09,0,NA,Pump_Fuel System,Replace,2V,NA,NA,NA,FUEL SYSTEMS,0,Rule_1_3_192_308_392_393,
27/07/2010,D,Reseal P1 Pump regulator,PM01,345.66,49,NA,Pump,Repair,2,NA,NA,NA,MAIN HYDRAULIC PUMP - LEFT No1,0,Rule_1_3_192_367,
03/08/2010,D,Low coolant level - coolant leak,PM01,576.18,7,NA,Engine Pumps,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_251_434,
08/08/2010,D,shd 24 - Coolant leak L/H engine,PM01,0,5,Engine,Engine Pumps,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_251_434_509,
10/08/2010,D,Reseal P1 Pump regulator,PM01,2287.45,2,NA,Pump,Repair,2,NA,NA,NA,MAIN HYDRAULIC PUMP - LEFT No1,0,Rule_1_3_192_367,
10/08/2010,D,WARR RH Engine coolant leaks,PM01,554.72,0,Engine,Engine Pumps,NA,NA,Leak,Right,Warranty Item,ENGINE RIGHT HAND,0,Rule_1_3_26_251_434_518_528,
10/08/2010,D,Change out  P1 pump,PM01,27915.46,0,NA,Pump,Replace,1,NA,NA,NA,MAIN HYDRAULIC PUMP - LEFT No1,0,Rule_1_3_192_387,
24/08/2010,D,Split in fuel tank,PM01,207.35,14,NA,Tank_Fuel System,NA,NA,NA,NA,NA,MACHINE,0,Rule_1_3_208_308,
07/09/2010,D,#4 pump cont. light on,PM01,185.57,14,NA,Pump,NA,NA,NA,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_192,
21/09/2010,D,LH Pump Box cooler fitting leaking,PM01,0,14,NA,Cover_Pump,NA,NA,Leak,Left,NA,PUMP GEARBOX - LEFT,0,Rule_1_3_110_192_434_508,
06/10/2010,D,Coolant Leak,PM01,94.77,15,NA,Engine Pumps,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_251_434,
19/10/2010,D,RH Engine water pump leaking @ Tell tale,PM01,1065.9,13,Engine,Pump,NA,NA,Leak,Right,NA,WATER PUMP - RIGHT,0,Rule_1_3_26_192_434_518,
14/03/2011,D,Modify Pump box cooler system,PM01,0,146,NA,Cover_Pump,Modify,3,NA,NA,NA,PUMP DRIVE TRANSMISSION,0,Rule_1_3_110_192_361,
02/05/2011,D,"C/O P4 pump, leaking & hrs close",PM01,22621.81,49,NA,Pump,Replace,1V,Hours_Leak,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_192_390_432_434,
03/05/2011,D,Changeout MAIN PUMP - RIGHT No 4,PM01,383.17,1,NA,Pump,Replace,1,NA,Right,NA,MAIN HYDRAULIC PUMP - RIGHT No4,0,Rule_1_3_192_387_517,
18/05/2011,D,Contamination in Pump # 2,PM01,0,15,NA,Pump,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_192,
23/05/2011,D,Fuel tank cracked LH Side,PM01,3229.74,5,NA,Tank_Fuel System,NA,NA,Structural Integrity,Left,NA,MACHINE,0,Rule_1_3_208_308_470_508,
19/06/2011,D,RHS pump gear high temp alarm SHD24,PM01,1155.48,27,NA,Pump,NA,NA,Over Temp,Right,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_192_285_447_518,
18/08/2011,D,Replace fuel/water separator LH Engine,PM01,3128.21,60,Engine,Fuel System,Replace,2V,NA,Left,NA,FUEL SYSTEMS,0,Rule_1_3_26_308_392_393_508,
10/09/2011,D,main pump leaking have been reported to,PM01,328,23,NA,Pump,NA,NA,Leak,NA,NA,MAIN HYDRAULIC PUMP - RIGHT No3,0,Rule_1_3_192_434,
19/03/2006,E,WARRANTY - LH FUEL TANK SENDER FAULTY,PM01,0,NA,NA,Tank_Fuel System,NA,NA,Unspecified,Left,Warranty Item,FUEL SYSTEMS,0,Rule_1_3_192_265_429_461_481,
10/07/2006,E,SPLIT PIPE ON LH ENG COOLANT OVERFLOW,PM01,71.48,113,Engine,Engine Pumps,NA,NA,NA,Front_Left_Right,NA,ENGINE LEFT HAND,0,Rule_1_3_25_227_460_461_473,
19/10/2006,E,MAIN PUMP No3 CHIP DEFLECTOR ACTIVATED,PM01,273.05,101,NA,Pump,NA,NA,NA,NA,NA,MAIN HYDRAULIC PUMP - No3,0,Rule_1_3_176,
23/12/2006,E,COOLANT LOW - NEED 2 DRUMS TEC PGXL,PM01,1312.1,65,NA,Engine Pumps,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_227,
24/12/2006,E,SMALL COOLANT LEAK ON LH ENGINE,PM01,0,1,Engine,Engine Pumps,NA,NA,Leak,Left,NA,COOLING SYSTEM,0,Rule_1_3_25_227_387_461,
15/02/2007,E,CHANGEOUT LH WATERPUMP- WARRANTY,PM01,0,53,NA,Pump,Replace,1,NA,Left,Warranty Item,WATER PUMP - LEFT,0,Rule_1_3_176_340_461_481,
20/05/2007,E,R/H  PUMP  BOX CONTAMINATION ALARM  ON,PM01,151.35,94,NA,Cover_Pump_Misc,NA,NA,NA,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_94_176_251_472,
31/05/2007,E,RH PUMP PRESSURE LOW,PM01,293.14,11,NA,Pump,NA,NA,NA,Right,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_176_471,
01/06/2007,E,L/H ENGINE HIGH COOLANT TEMP,PM01,1076.03,1,Engine,Engine Pumps,NA,NA,Over Temp,Left,NA,COOLING SYSTEM,0,Rule_1_3_25_38_227_400_462,
19/06/2007,E,RH ENGINE COOLANT OVERFLOW HOSE MISSING,PM01,324.4,18,Engine,Engine Pumps,NA,NA,Missing / Loose,Front_Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_51_227_393_460_471_473,
02/08/2007,E,L/H PUMP DRIVE BOX CHIP DETECTOR .,PM01,0,44,NA,Cover_Pump,NA,NA,NA,Left,NA,OIL - PUMP GEARBOX - LEFT,0,Rule_1_3_94_176_462,
21/11/2007,E,RH PUMP DRIVE CONTAMINATION LIGHT ON,PM01,541.61,111,NA,Pump,NA,NA,NA,Right,NA,PUMP GEARBOX,0,Rule_1_3_176_471,
21/11/2007,E,CHANGEOUT NO-1 MAINPUMP- FAILED,PM01,28458.2,0,NA,Pump,Replace,1,Unspecified,NA,NA,MAIN HYDRAULIC PUMP - No1,0,Rule_1_3_176_340_425,
23/11/2007,E,COOLANT LEAK L/H ENGINE.,PM01,0,2,Engine,Engine Pumps,NA,NA,Leak,Left,NA,COOLING SYSTEM,0,Rule_1_3_25_227_387_462,
04/12/2007,E,FIT NEW FUEL FILTRATION SYSTEM,PM01,0,11,NA,Fuel System,Replace,Install,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_265_338,
14/03/2008,E,CHANGE IMP PUMP,PM01,3997.6,101,NA,Pump,Replace,1,NA,NA,NA,BUCKET,0,Rule_1_3_176_340,
31/10/2008,E,R/H PUMP BOX LUBE PRESSURE LOW,PM01,0,231,NA,Cover_Pump_Grease System,NA,NA,NA,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_94_176_236_472,
31/10/2008,E,LOW LUBE PRESSURE FAULT R/H PUMPGEARBOX,PM01,491.05,0,NA,Cover_Pump_Grease System,NA,NA,Unspecified,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_94_176_236_429_472,
01/11/2008,E,REPLACE PUMP GEARBOX PRESSURE SENSOR,PM01,115.9,1,NA,Cover_Instrumentation_Pump,Replace,2V,NA,NA,NA,POWER TRAIN - TRANSMISSION,0,Rule_1_3_94_131_176_345_346,
14/11/2008,E,CONTAMINATION LIGHT ON NO1 PUMP,PM01,0,13,NA,Pump,NA,NA,NA,NA,NA,MAIN HYDRAULIC PUMP - No1,0,Rule_1_3_176,
08/12/2008,E,CHANGEOUT RH LUBE PUMP (PTO),PM01,0,24,NA,Pump_Hydraulic Cylinder_Grease System,Replace,1,NA,Right,NA,OIL - PUMP GEARBOX - RIGHT,0,Rule_1_3_176_221_236_340_471,
09/01/2009,E,CHANGEOUT NO4 MAIN PUMP,PM01,3583.7,32,NA,Pump,Replace,1,NA,NA,NA,MAIN HYDRAULIC PUMP - No4,0,Rule_1_3_176_340,
18/02/2009,E,NO4 MAIN PUMP CHIP INDICATOR LIGHT ON,PM01,0,40,NA,Pump,NA,NA,NA,NA,NA,MAIN HYDRAULIC PUMP - No4,0,Rule_1_3_176,
17/04/2009,E,CODE 2262 FUEL PRESSURE COMING ON,PM01,766.3,58,NA,Fuel System,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_265,
27/04/2009,E,LEAKING SLEW PUMP CASE DRAIN HOSES,PM01,2107.79,10,Slew,Pump_Tank,NA,NA,Leak,NA,NA,POWER TRAIN - TRANSMISSION,0,Rule_1_3_51_52_176_193_387,
07/05/2009,E,PUMP NOISY ON LH MODULE,PM01,793.37,10,NA,Pump,NA,NA,NA,Left,NA,MAIN HYDRAULIC PUMPS,0,Rule_1_3_176_461,
14/07/2009,E,REPAIR PUMP CONTAMINATION FAULT,PM01,258.28,68,NA,Pump,Repair,1,Unspecified,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_176_319_429,
13/12/2009,E,R/H PUMP DRIVE CONTAMINATION LIGHT ON,PM01,0,152,NA,Pump,NA,NA,NA,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_176_472,
08/01/2010,E,RH PUMP DRIVE BOX PRESSURE LOW FAULT,PM01,0,26,NA,Cover_Pump,NA,NA,Unspecified,Right,NA,PUMP DRIVE TRANSMISSION,0,Rule_1_3_94_176_429_471,
04/02/2010,E,CHANGE OUT NO3 MAIN PUMP,PM01,29665.43,27,NA,Pump,Replace,1,NA,NA,NA,MAIN HYDRAULIC PUMP - No3,0,Rule_1_3_176_340,
04/02/2010,E,CHANGE OUT COOLING PUMPS,PM01,12178,0,NA,Pump,Replace,1,NA,NA,NA,HYD COOLING OIL PUMPS,0,Rule_1_3_176_340,
20/04/2010,E,REPLACE OIL RESERVE PUMP RH ENGINE,PM01,4017.47,75,Engine,Pump,Replace,2V,NA,Right,NA,OIL - ENGINE- RIGHT,0,Rule_1_3_25_50_176_345_346_471,
09/05/2010,E,CHANGE OUT LH SERVO PUMP,PM01,4250.14,19,NA,Pump,Replace,1,NA,Left,NA,SERVO PUMP - LEFT,0,Rule_1_3_176_340_461,
10/05/2010,E,CHANGE OUT LH PUMP GEARBOX,PM01,33083.77,1,NA,Cover_Pump,Replace,1,NA,Left,NA,PUMP GEARBOX - LEFT,0,Rule_1_3_94_176_340_461,
05/08/2010,E,LOW FUEL LEVEL ALARMS STAYING ON,PM01,0,87,NA,Fuel System,NA,NA,NA,NA,NA,ELECTRICAL,0,Rule_1_3_251_265,
30/10/2010,E,No 3 PUMP LEAKING BETWEEN SECTIONS,PM01,0,86,NA,Pump,NA,NA,Leak,NA,NA,MAIN HYDRAULIC PUMPS,0,Rule_1_3_176_387,
31/10/2010,E,MAIN PUMP 3 LEAKING - WARRANTY,PM01,30017.97,1,NA,Pump,NA,NA,Leak,NA,Warranty Item,MAIN HYDRAULIC PUMP - No3,0,Rule_1_3_176_387_481,
31/10/2010,E,L/H COOLING PUMP LEAKING,PM01,84.15,0,NA,Pump,NA,NA,Leak,Left,NA,HYD COOLING OIL PUMP - LEFT,0,Rule_1_3_176_387_462,
03/11/2010,E,RH PUMP GEAR BOX GETTING HOT,PM01,194.26,3,Bucket,Cover_GET_Pump,NA,NA,Over Temp,Right,NA,PUMP GEARBOX - RIGHT,0,Rule_1_3_12_94_104_176_402_471,
16/11/2010,E,CHANGE OUT MAIN PUMP NO.4. LEAKING,PM01,31842.59,13,NA,Pump,Replace,1,Leak,NA,NA,MAIN HYDRAULIC PUMP - No4,0,Rule_1_3_176_340_387,
01/02/2011,E,REPLACE FAULTY LH FUEL LEVEL SENDER,PM01,1039.7,77,NA,Fuel System,Replace,2V,Unspecified,Left,NA,FUEL SYSTEMS,0,Rule_1_3_265_345_346_429_461,
14/03/2011,E,CHANGE OUT COOLANT TO CAT ELC,PM01,670.5,41,NA,Engine Pumps,Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_227_340,
25/04/2011,E,Repair Fuel monitoring system,PM01,666.9,42,NA,Fuel System,CM_Repair,1,NA,NA,NA,MACHINE,0,Rule_1_3_180_265_277_319,
27/06/2011,E,Investigate Adverse Coolant Sample.,PM01,665.89,63,NA,Engine Pumps,CM_Repair,12,NA,NA,NA,COOLING SYSTEM,0,Rule_1_3_227_278_332,
19/09/2011,E,Take SOS of Fuel. (IN PIT),PM01,157.8,84,NA,Fuel System,NA,NA,NA,NA,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_265,
02/09/2001,B,REPLACE PRIMARY AIR FILTERS,PM01,0,NA,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
26/03/2002,B,replacement servo filters,PM01,939.36,205,Engine,Filter,Replace,2V,NA,NA,NA,Servo Pumps,0,Rule_1_3_50_126_383_384,
22/04/2002,B,replace breathers,PM01,0,27,NA,Filter,Replace,2V,NA,NA,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_127_383_384,
11/06/2002,B,CHANGE OUT R/H ENGINE OIL & FILTERS,PM01,256.1,50,Engine_Hydraulic System,Filter,Replace,1,NA,Right,NA,Oil - Engine,0,Rule_1_3_25_50_52_126_378_510,
17/06/2002,B,CHANGE OIL & FILTERS,PM01,350.15,6,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,Right Engine,0,Rule_1_3_50_52_126_378,
05/07/2002,B,REPLACE OUTER AIR FILTERS,PM01,529,18,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_50_126_383_384,
13/08/2002,B,REPLACE AIR FILTERS,PM01,243.44,39,Engine,Filter,Replace,2V,NA,NA,NA,O&K RH120C,0,Rule_1_3_50_126_383_384,
25/10/2002,B,oil leaking from oil filter manifold.,PM01,253.19,73,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,Oil - Engine- Right,0,Rule_1_3_50_52_126_425,
31/10/2002,B,replace air filters,PM01,84.04,6,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
22/11/2002,B,inspect turbos change air filters,PM01,174.32,22,Turbochargers_Engine,Filter,CM_Replace,1,NA,NA,NA,Turbocharger,0,Rule_1_3_47_50_126_312_378,
27/11/2002,B,Repair oil leak at full flow filter,PM01,338.09,5,Engine_Hydraulic System,Filter,Repair,1,Leak_Fluid Levels,NA,Positional Term,Left Engine,0,Rule_1_3_50_52_126_357_425_428_514,
18/12/2002,B,FITTING LEAKING R/H ENG OIL FILTER HEAD,PM01,1566.02,21,Engine_Hydraulic System,Filter,NA,NA,Leak,Right,NA,#NAME?,0,Rule_1_3_25_50_52_126_425_510,
07/01/2003,B,replace air filters,PM01,746.03,20,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
25/01/2003,B,replace intake filters,PM01,134.65,18,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
26/01/2003,B,replace intake filters,PM01,134.65,1,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
12/02/2003,B,L/H ENGINE OIL FILTER HEAD LEAK SEE TEXT,PM01,167.2,17,Engine_Hydraulic System,Filter,NA,NA,Leak,Left,NA,#NAME?,0,Rule_1_3_25_50_52_126_425_500,
04/05/2003,B,CHANGE OUT AIR FILTERS,PM01,190.78,81,Engine,Filter,Replace,1,NA,NA,NA,Engines,0,Rule_1_3_50_126_378,
18/05/2003,B,change outer filters,PM01,0,14,Engine,Filter,Replace,1,NA,NA,NA,Left Engine,0,Rule_1_3_50_126_378,
18/05/2003,B,change outer filters,PM01,111.99,0,Engine,Filter,Replace,1,NA,NA,NA,Right Engine,0,Rule_1_3_50_126_378,
21/05/2003,B,p1/p2 hp filter bung leaking,PM01,63.79,3,Engine,Filter,NA,NA,Leak,NA,NA,Hydraulic/Mechanical Systems,0,Rule_1_3_50_126_425,
22/05/2003,B,Replace inner and outer air filters,PM01,206.78,1,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
28/05/2003,B,reseal p2 discharge hose at hp filter,PM01,372.36,6,Engine_Hydraulic System,Filter,Minor Maint_Repair,2,NA,NA,Positional Term,Hydraulic Hoses & Lines,0,Rule_1_3_50_53_126_337_358_514,
14/06/2003,B,replace filters,PM01,195.11,17,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_50_126_383_384,
16/06/2003,B,replace air filters,PM01,192,2,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_50_126_383_384,
12/07/2003,B,replace air filters,PM01,80.36,26,Engine,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
16/07/2003,B,engine oil & filters to be changed,PM01,87.49,4,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,Engines,0,Rule_1_3_25_50_52_126_378,
10/09/2003,B,Replace engine air filters  COMPLETED,PM01,123.74,56,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_25_50_126_383_384,
03/10/2003,B,Change both engine oil filters,PM01,55.29,23,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,Engines,0,Rule_1_3_25_50_52_126_378,
14/03/2004,B,REPLACE OUTER AIR FILTERS.,PM01,153,163,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_50_126_383_384,
21/04/2004,B,Replace inner and outer air filters.,PM01,348.88,38,NA,Filter,Replace,2V,NA,NA,NA,#NAME?,0,Rule_1_3_50_126_383_384,
26/06/2004,B,replacement filters,PM01,1237.89,66,Engine,Filter,Replace,2V,NA,NA,NA,Engines,0,Rule_1_3_50_126_383_384,
06/02/2004,C,RESEAL T-PIECE AND ELBOW  HP FILTER HEAD,PM01,46.31,NA,Engine,Filter,Repair,2,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_50_119_150_336,
25/01/2006,C,FILTER INDICATOR ALARM COMING ON,PM01,2255.1,719,Engine,Filter,NA,NA,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_50_119_262,
21/02/2006,C,REPLACE HYDRAULIC FILTER MAGNET-BROKEN,PM01,110.69,27,Engine_Hydraulic System,Filter,Replace,2V,Structural Integrity,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_50_51_119_361_362_438,
